contato_id,cliente_id,data_contato,canal,tempo_resposta_horas
773,38,2025-10-02,Telefone,50
774,83,2025-12-09,Email,45
775,305,2025-07-24,WhatsApp,92
776,16,2025-09-09,Telefone,79
777,456,2025-09-08,Telefone,8
778,52,2025-10-05,Telefone,26
779,210,2025-07-03,Reunião,86
780,145,2025-10-13,Telefone,14
781,26,2025-09-19,WhatsApp,21
782,28,2025-09-27,Email,56
783,45,2025-10-14,WhatsApp,27
784,50,2025-12-22,Telefone,23
785,327,2025-10-15,Email,62
786,433,2025-11-29,Reunião,52
787,242,2025-08-25,Reunião,13
788,329,2025-08-11,WhatsApp,25
789,190,2025-09-22,Reunião,25
790,229,2025-12-17,Reunião,58
791,239,2025-10-22,Telefone,36
792,289,2025-12-13,Telefone,91
793,342,2025-12-04,Email,87
794,177,2025-08-12,WhatsApp,77
795,117,2025-08-09,Email,51
796,420,2025-08-17,WhatsApp,70
797,352,2025-08-29,Telefone,62
798,154,2025-12-08,WhatsApp,93
799,18,2025-08-22,Telefone,17
800,487,2025-09-05,Telefone,23
801,498,2025-11-04,Telefone,18
802,22,2025-09-11,Email,89
803,223,2025-11-07,Telefone,78
804,133,2025-10-08,Email,13
805,199,2025-08-08,WhatsApp,72
806,167,2025-10-19,WhatsApp,3
807,403,2025-07-02,WhatsApp,16
808,213,2025-11-20,Telefone,74
809,302,2025-08-01,Email,15
810,289,2025-12-03,Reunião,70
811,451,2025-10-01,WhatsApp,35
812,197,2025-07-14,WhatsApp,75
813,312,2025-08-29,Email,24
814,142,2025-09-16,Telefone,81
815,312,2025-07-07,WhatsApp,6
816,203,2025-10-05,Telefone,8
817,382,2025-08-29,Reunião,49
818,11,2025-10-03,Reunião,41
819,144,2025-08-25,Email,31
820,69,2025-10-13,WhatsApp,43
821,138,2025-09-13,Email,26
822,227,2025-11-04,WhatsApp,96
823,249,2025-08-18,Reunião,9
824,264,2025-11-18,Email,41
825,364,2025-08-21,WhatsApp,19
826,400,2025-08-16,Email,24
827,99,2025-11-07,Email,33
828,17,2025-09-03,Email,48
829,361,2025-11-08,Reunião,49
830,422,2025-09-01,WhatsApp,83
831,473,2025-11-27,Email,32
832,191,2025-08-25,WhatsApp,24
833,492,2025-08-29,Reunião,46
834,84,2025-10-23,Email,38
835,15,2025-09-21,Email,22
836,438,2025-08-04,Telefone,30
837,332,2025-11-01,Telefone,36
838,334,2025-09-15,Email,89
839,5,2025-08-29,Telefone,84
840,89,2025-07-28,Email,30
841,130,2025-07-26,Reunião,93
842,496,2025-07-17,Reunião,56
843,459,2025-09-23,Reunião,60
844,130,2025-11-03,WhatsApp,40
845,347,2025-08-17,WhatsApp,76
846,53,2025-12-27,Reunião,73
847,332,2025-07-29,Reunião,40
848,351,2025-12-01,WhatsApp,10
849,173,2025-10-19,Reunião,37
850,134,2025-07-14,Reunião,26
851,77,2025-08-18,Telefone,9
852,413,2025-07-28,WhatsApp,86
853,164,2025-07-07,Telefone,94
854,14,2025-07-14,WhatsApp,39
855,133,2025-09-12,WhatsApp,51
856,378,2025-12-19,Telefone,45
857,372,2025-11-02,WhatsApp,87
858,184,2025-08-21,Reunião,23
859,431,2025-07-13,Telefone,39
860,50,2025-08-30,Telefone,96
861,133,2025-08-07,Telefone,89
862,461,2025-10-04,Email,30
863,182,2025-11-01,Reunião,55
864,404,2025-10-05,Reunião,35
865,300,2025-10-14,WhatsApp,17
866,241,2025-12-15,Email,62
867,456,2025-11-09,Email,89
868,196,2025-08-15,Reunião,54
869,28,2025-11-20,Telefone,27
870,176,2025-09-15,WhatsApp,20
871,162,2025-11-12,Email,64
872,171,2025-07-20,Telefone,42
873,325,2025-12-14,Email,59
874,141,2025-11-05,Telefone,75
875,392,2025-11-18,WhatsApp,13
876,67,2025-07-24,WhatsApp,83
877,220,2025-09-16,WhatsApp,63
878,197,2025-12-27,Email,70
879,103,2025-09-24,Email,43
880,388,2025-08-15,Telefone,4
881,347,2025-12-27,Telefone,30
882,356,2025-10-01,Reunião,18
883,53,2025-09-21,Reunião,23
884,34,2025-12-17,Reunião,39
885,234,2025-08-17,Reunião,57
886,455,2025-07-06,Telefone,45
887,462,2025-08-25,Reunião,26
888,85,2025-09-16,Email,31
889,115,2025-11-25,Telefone,95
890,12,2025-07-31,Telefone,17
891,188,2025-07-15,Email,50
892,449,2025-07-18,Reunião,70
893,320,2025-12-16,Email,86
894,56,2025-07-14,Email,8
895,354,2025-11-29,WhatsApp,58
896,195,2025-11-27,Reunião,62
897,360,2025-11-19,Telefone,90
898,352,2025-07-20,Email,40
899,216,2025-07-12,Email,86
900,267,2025-10-20,Telefone,55
901,426,2025-12-02,Email,38
902,59,2025-12-01,WhatsApp,27
903,312,2025-11-07,Reunião,68
904,499,2025-11-07,Reunião,92
905,210,2025-10-14,Telefone,7
906,281,2025-08-23,Telefone,90
907,478,2025-08-27,Reunião,32
908,2,2025-12-25,Email,16
909,428,2025-08-04,WhatsApp,21
910,487,2025-12-05,Email,94
911,371,2025-12-03,Reunião,84
912,119,2025-09-03,Reunião,35
913,238,2025-12-16,Email,24
914,448,2025-12-18,Reunião,48
915,411,2025-07-08,Reunião,56
916,379,2025-11-29,Email,7
917,5,2025-11-23,Telefone,44
918,184,2025-09-07,Reunião,95
919,48,2025-09-24,Reunião,25
920,59,2025-09-17,WhatsApp,60
921,140,2025-09-21,WhatsApp,55
922,333,2025-11-16,Email,18
923,357,2025-12-13,Telefone,15
924,214,2025-07-30,WhatsApp,74
925,348,2025-09-07,Telefone,80
926,195,2025-09-28,Email,89
927,451,2025-11-25,WhatsApp,64
928,58,2025-09-14,WhatsApp,7
929,33,2025-10-23,Reunião,3
930,361,2025-07-08,Telefone,87
931,448,2025-10-03,Email,57
932,339,2025-10-26,WhatsApp,46
933,340,2025-07-08,WhatsApp,21
934,430,2025-08-08,Email,3
935,330,2025-11-18,WhatsApp,65
936,446,2025-11-16,Email,64
937,165,2025-10-28,Reunião,37
938,26,2025-08-21,Telefone,72
939,330,2025-09-23,WhatsApp,32
940,41,2025-09-02,WhatsApp,75
941,230,2025-12-06,WhatsApp,59
942,162,2025-11-28,WhatsApp,85
943,10,2025-12-02,WhatsApp,54
944,19,2025-08-08,Email,13
945,406,2025-07-27,Reunião,67
946,288,2025-11-06,WhatsApp,45
947,187,2025-12-15,Telefone,60
948,170,2025-08-07,WhatsApp,93
949,337,2025-09-26,WhatsApp,16
950,50,2025-07-13,Telefone,2
951,175,2025-09-29,Reunião,72
952,268,2025-09-24,Email,7
953,460,2025-11-16,WhatsApp,19
954,421,2025-09-15,Email,34
955,313,2025-11-08,Telefone,17
956,477,2025-09-19,Telefone,60
957,423,2025-11-10,Reunião,15
958,388,2025-09-13,Email,83
959,429,2025-07-09,Email,59
960,235,2025-07-13,Telefone,65
961,3,2025-08-15,Email,72
962,479,2025-09-09,WhatsApp,67
963,400,2025-11-13,Telefone,95
964,418,2025-11-26,Email,51
965,337,2025-07-28,Reunião,66
966,452,2025-09-21,WhatsApp,79
967,469,2025-07-04,Telefone,37
968,204,2025-10-02,Reunião,59
969,413,2025-11-24,Telefone,54
970,309,2025-07-02,Reunião,91
971,281,2025-10-09,Telefone,27
972,108,2025-07-22,Reunião,89
973,177,2025-07-09,Telefone,92
974,333,2025-11-13,Reunião,92
975,60,2025-09-29,WhatsApp,76
976,293,2025-07-11,WhatsApp,88
977,383,2025-08-14,Reunião,56
978,414,2025-12-25,Email,5
979,196,2025-11-21,Email,87
980,29,2025-11-07,Reunião,22
981,147,2025-07-07,Reunião,20
982,430,2025-12-13,Reunião,28
983,386,2025-08-12,Email,47
984,417,2025-09-04,Email,80
985,445,2025-07-09,Telefone,84
986,288,2025-09-20,Telefone,67
987,402,2025-07-03,Reunião,90
988,341,2025-12-16,WhatsApp,51
989,214,2025-07-06,Reunião,72
990,28,2025-12-25,Reunião,27
991,318,2025-09-06,Telefone,83
992,361,2025-07-16,Reunião,77
993,280,2025-07-27,Telefone,94
994,494,2025-11-09,Reunião,59
995,91,2025-07-07,Email,25
996,493,2025-11-14,Email,50
997,21,2025-09-10,Reunião,73
998,136,2025-11-25,Telefone,76
999,434,2025-10-24,Email,44
1000,239,2025-11-19,Email,21
1001,476,2025-10-07,Email,82
1002,316,2025-07-12,Reunião,64
1003,405,2025-08-04,Reunião,11
1004,402,2025-10-08,Telefone,25
1005,267,2025-12-11,Telefone,55
1006,279,2025-08-13,WhatsApp,13
1007,179,2025-11-02,Telefone,86
1008,170,2025-10-05,Reunião,39
1009,112,2025-07-23,WhatsApp,73
1010,422,2025-07-15,Email,16
1011,343,2025-10-01,WhatsApp,32
1012,464,2025-07-17,Telefone,7
1013,350,2025-10-07,WhatsApp,16
1014,198,2025-10-24,Reunião,5
1015,467,2025-08-18,Reunião,67
1016,412,2025-08-20,WhatsApp,64
1017,23,2025-10-14,Telefone,43
1018,264,2025-12-07,Email,23
1019,498,2025-08-13,Email,82
1020,34,2025-11-05,Telefone,89
1021,218,2025-12-02,Telefone,70
1022,425,2025-07-02,WhatsApp,84
1023,419,2025-12-10,Telefone,5
1024,236,2025-10-05,Email,13
1025,38,2025-12-15,Telefone,34
1026,286,2025-12-10,Telefone,35
1027,209,2025-09-20,WhatsApp,82
1028,208,2025-09-09,Reunião,4
1029,200,2025-07-09,Email,70
1030,4,2025-07-17,Email,76
1031,24,2025-07-02,Email,47
1032,476,2025-08-22,Email,39
1033,403,2025-07-06,Reunião,79
1034,45,2025-10-17,WhatsApp,50
1035,203,2025-07-12,Email,62
1036,81,2025-08-14,Telefone,19
1037,383,2025-09-19,Reunião,83
1038,74,2025-10-13,Reunião,3
1039,284,2025-08-08,Telefone,17
1040,22,2025-12-27,WhatsApp,70
1041,281,2025-12-07,Reunião,28
1042,384,2025-10-01,Telefone,54
1043,464,2025-07-16,Telefone,22
1044,95,2025-11-02,Reunião,26
1045,59,2025-11-12,Email,72
1046,237,2025-07-16,Email,39
1047,344,2025-12-11,Reunião,14
1048,102,2025-08-02,WhatsApp,44
1049,183,2025-11-26,Telefone,14
1050,146,2025-07-23,Email,26
1051,163,2025-08-26,WhatsApp,44
1052,316,2025-07-13,Reunião,90
1053,300,2025-11-19,Reunião,42
1054,491,2025-09-10,Telefone,2
1055,161,2025-10-26,Telefone,93
1056,379,2025-07-17,WhatsApp,37
1057,431,2025-09-27,Telefone,88
1058,376,2025-10-05,WhatsApp,61
1059,229,2025-09-28,Reunião,64
1060,283,2025-12-01,Telefone,84
1061,311,2025-12-08,Reunião,19
1062,457,2025-08-13,Telefone,35
1063,376,2025-07-21,Email,95
1064,39,2025-12-24,Email,76
1065,297,2025-09-16,Telefone,6
1066,283,2025-10-23,WhatsApp,85
1067,397,2025-11-20,Reunião,52
1068,115,2025-07-31,Reunião,19
1069,238,2025-08-22,Email,52
1070,187,2025-08-22,Email,86
1071,123,2025-07-24,Telefone,67
1072,72,2025-09-05,Telefone,24
1073,290,2025-08-06,Telefone,96
1074,375,2025-08-27,Reunião,7
1075,113,2025-08-26,Telefone,10
1076,136,2025-09-25,Telefone,7
1077,343,2025-11-06,Reunião,51
1078,241,2025-09-03,Email,7
1079,333,2025-10-07,Email,92
1080,496,2025-08-17,Reunião,96
1081,135,2025-08-02,Telefone,50
1082,335,2025-09-23,Reunião,77
1083,335,2025-12-09,Reunião,50
1084,499,2025-11-01,WhatsApp,47
1085,419,2025-10-01,WhatsApp,63
1086,455,2025-07-27,Email,66
1087,452,2025-11-23,WhatsApp,23
1088,118,2025-12-09,Reunião,29
1089,77,2025-11-11,Telefone,48
1090,309,2025-11-28,Telefone,55
1091,416,2025-10-05,Email,63
1092,346,2025-08-28,WhatsApp,28
1093,303,2025-11-17,WhatsApp,4
1094,125,2025-12-17,Telefone,75
1095,304,2025-11-17,Telefone,82
1096,263,2025-12-18,Telefone,9
1097,86,2025-10-23,Telefone,68
1098,491,2025-09-16,Email,94
1099,373,2025-07-12,Reunião,12
1100,111,2025-09-05,WhatsApp,63
1101,88,2025-11-02,WhatsApp,78
1102,74,2025-08-01,Telefone,81
1103,338,2025-08-20,Reunião,23
1104,371,2025-07-06,Reunião,60
1105,306,2025-07-30,Email,31
1106,194,2025-09-21,Telefone,15
1107,9,2025-11-07,WhatsApp,21
1108,311,2025-12-04,Telefone,62
1109,462,2025-07-24,Email,70
1110,258,2025-11-28,Email,63
1111,338,2025-11-25,Email,88
1112,333,2025-09-09,WhatsApp,49
1113,448,2025-12-17,WhatsApp,31
1114,481,2025-08-27,WhatsApp,46
1115,302,2025-07-03,Email,56
1116,69,2025-10-24,WhatsApp,31
1117,466,2025-12-07,Reunião,78
1118,449,2025-08-11,WhatsApp,34
1119,97,2025-12-27,Email,75
1120,268,2025-11-28,Email,50
1121,336,2025-11-06,Reunião,54
1122,186,2025-12-01,Telefone,56
1123,334,2025-08-01,Reunião,35
1124,438,2025-08-13,WhatsApp,74
1125,188,2025-07-25,Reunião,89
1126,204,2025-11-06,WhatsApp,72
1127,402,2025-08-08,WhatsApp,24
1128,190,2025-08-07,WhatsApp,34
1129,158,2025-08-03,Reunião,92
1130,204,2025-11-23,Email,31
1131,229,2025-07-02,Telefone,14
1132,110,2025-08-20,WhatsApp,45
1133,411,2025-08-10,Email,22
1134,200,2025-07-19,Email,13
1135,422,2025-11-21,WhatsApp,78
1136,223,2025-12-06,Email,35
1137,114,2025-09-25,Email,79
1138,20,2025-09-21,WhatsApp,80
1139,336,2025-08-17,Reunião,93
1140,494,2025-07-29,Email,24
1141,328,2025-08-24,WhatsApp,3
1142,104,2025-07-13,Reunião,26
1143,18,2025-07-28,Telefone,80
1144,87,2025-07-09,Email,48
1145,123,2025-07-14,Email,22
1146,45,2025-10-19,WhatsApp,47
1147,343,2025-09-18,WhatsApp,77
1148,103,2025-08-18,Email,96
1149,361,2025-12-11,Email,72
1150,146,2025-08-07,Reunião,46
1151,494,2025-10-19,Telefone,79
1152,494,2025-11-09,WhatsApp,53
1153,295,2025-12-27,Reunião,24
1154,209,2025-08-21,Email,73
1155,38,2025-08-22,Reunião,45
1156,485,2025-11-29,Reunião,70
1157,417,2025-08-03,Reunião,90
1158,227,2025-09-23,WhatsApp,33
1159,388,2025-10-03,WhatsApp,89
1160,236,2025-07-31,Email,63
1161,60,2025-10-23,Email,50
1162,325,2025-11-02,Telefone,42
1163,212,2025-09-29,Email,91
1164,427,2025-10-22,Telefone,38
1165,48,2025-09-17,Reunião,11
1166,284,2025-11-13,WhatsApp,42
1167,182,2025-11-03,Reunião,25
1168,485,2025-07-07,Telefone,65
1169,378,2025-11-07,Telefone,96
1170,124,2025-10-22,Telefone,31
1171,104,2025-10-26,Reunião,21
1172,399,2025-12-01,Email,12
1173,347,2025-07-12,WhatsApp,80
1174,4,2025-08-12,Email,63
1175,191,2025-07-23,Reunião,65
1176,460,2025-08-03,Reunião,64
1177,94,2025-08-20,Reunião,52
1178,114,2025-08-03,Telefone,8
1179,270,2025-09-11,WhatsApp,71
1180,17,2025-08-22,Reunião,52
1181,441,2025-07-06,Telefone,60
1182,500,2025-11-28,WhatsApp,42
1183,353,2025-12-26,Email,88
1184,108,2025-09-22,Email,43
1185,186,2025-07-25,Reunião,25
1186,281,2025-10-22,Telefone,36
1187,242,2025-07-25,Reunião,48
1188,95,2025-08-23,WhatsApp,28
1189,215,2025-07-02,Reunião,48
1190,438,2025-09-17,Reunião,59
1191,93,2025-08-04,Telefone,75
1192,352,2025-10-31,Email,94
1193,139,2025-10-29,WhatsApp,50
1194,101,2025-11-21,Telefone,62
1195,413,2025-12-26,Telefone,55
1196,256,2025-11-24,Reunião,64
1197,154,2025-10-25,Email,52
1198,51,2025-07-05,Telefone,9
1199,111,2025-10-24,WhatsApp,82
1200,50,2025-09-04,Reunião,35
1201,185,2025-09-27,Reunião,46
1202,11,2025-09-14,Email,46
1203,445,2025-07-08,Telefone,75
1204,295,2025-07-15,Telefone,38
1205,182,2025-10-06,WhatsApp,96
1206,229,2025-12-08,WhatsApp,80
1207,147,2025-09-01,Telefone,23
1208,328,2025-10-03,WhatsApp,82
1209,314,2025-08-04,WhatsApp,11
1210,41,2025-11-17,Reunião,31
1211,161,2025-10-08,Reunião,92
1212,137,2025-07-27,WhatsApp,36
1213,455,2025-09-06,Reunião,77
1214,267,2025-09-04,WhatsApp,23
1215,95,2025-12-23,Telefone,95
1216,121,2025-07-12,Reunião,91
1217,384,2025-12-08,Telefone,23
1218,204,2025-12-02,Email,10
1219,480,2025-08-29,Email,5
1220,395,2025-09-18,Email,15
1221,135,2025-07-23,Telefone,12
1222,336,2025-09-20,Reunião,31
1223,127,2025-10-17,WhatsApp,82
1224,65,2025-11-25,Telefone,5
1225,18,2025-07-12,Reunião,43
1226,443,2025-08-29,WhatsApp,71
1227,479,2025-10-20,WhatsApp,19
1228,497,2025-07-03,Telefone,77
1229,306,2025-09-03,WhatsApp,69
1230,328,2025-07-18,Reunião,46
1231,247,2025-08-12,Telefone,13
1232,227,2025-10-11,Reunião,54
1233,134,2025-11-19,Reunião,3
1234,1,2025-08-17,Telefone,46
1235,147,2025-08-30,Email,90
1236,473,2025-08-25,WhatsApp,40
1237,5,2025-09-09,Reunião,78
1238,119,2025-12-27,Reunião,26
1239,211,2025-08-07,WhatsApp,52
1240,128,2025-11-17,WhatsApp,50
1241,113,2025-10-22,Email,56
1242,321,2025-10-28,Reunião,38
1243,333,2025-08-14,Reunião,54
1244,97,2025-12-11,Telefone,19
1245,149,2025-11-30,WhatsApp,81
1246,232,2025-10-20,WhatsApp,26
1247,165,2025-12-24,Telefone,8
1248,497,2025-08-14,Email,25
1249,498,2025-12-02,Reunião,36
1250,65,2025-09-07,Email,31
1251,47,2025-11-20,Email,65
1252,112,2025-10-02,WhatsApp,41
1253,403,2025-08-23,Reunião,61
1254,357,2025-12-20,Reunião,12
1255,432,2025-11-21,Email,36
1256,398,2025-09-19,Email,71
1257,241,2025-11-12,Telefone,34
1258,419,2025-09-22,Email,17
1259,499,2025-10-26,WhatsApp,58
1260,127,2025-12-20,Telefone,60
1261,377,2025-12-04,Telefone,62
1262,200,2025-07-07,Reunião,43
1263,82,2025-07-20,Email,72
1264,267,2025-11-27,Reunião,63
1265,327,2025-10-13,Telefone,48
1266,455,2025-12-15,Telefone,16
1267,121,2025-07-19,WhatsApp,43
1268,8,2025-11-16,Reunião,76
1269,62,2025-09-18,Telefone,3
1270,497,2025-12-18,WhatsApp,90
1271,306,2025-11-19,Reunião,13
1272,128,2025-11-18,WhatsApp,13
1273,352,2025-07-23,Reunião,82
1274,31,2025-12-13,Reunião,84
1275,79,2025-07-02,Email,18
1276,250,2025-10-30,Reunião,73
1277,404,2025-07-16,Reunião,58
1278,376,2025-11-09,Email,90
1279,194,2025-09-28,Telefone,34
1280,461,2025-12-18,WhatsApp,92
1281,225,2025-08-07,Reunião,71
1282,357,2025-08-25,Telefone,74
1283,96,2025-08-11,Reunião,43
1284,375,2025-08-31,Reunião,78
1285,469,2025-08-09,Telefone,10
1286,272,2025-11-19,WhatsApp,39
1287,420,2025-10-22,Reunião,60
1288,1,2025-07-18,WhatsApp,95
1289,95,2025-12-24,Reunião,81
1290,123,2025-10-07,Email,86
1291,496,2025-08-13,WhatsApp,26
1292,269,2025-07-07,WhatsApp,72
1293,79,2025-07-25,Reunião,43
1294,210,2025-07-17,Reunião,16
1295,50,2025-08-17,Email,7
1296,428,2025-11-25,Telefone,6
1297,104,2025-12-01,WhatsApp,26
1298,51,2025-12-20,WhatsApp,86
1299,251,2025-08-16,Reunião,8
1300,188,2025-11-02,Email,3
1301,477,2025-11-05,WhatsApp,12
1302,240,2025-07-18,Email,48
1303,286,2025-09-13,Reunião,92
1304,30,2025-07-24,Reunião,69
1305,21,2025-12-10,Reunião,11
1306,484,2025-11-03,Email,14
1307,372,2025-10-30,WhatsApp,26
1308,99,2025-08-16,Telefone,74
1309,321,2025-11-13,WhatsApp,15
1310,393,2025-07-18,Reunião,88
1311,235,2025-07-02,WhatsApp,15
1312,86,2025-11-12,WhatsApp,66
1313,173,2025-07-13,Telefone,70
1314,308,2025-09-06,Reunião,42
1315,282,2025-10-06,Reunião,54
1316,392,2025-07-19,WhatsApp,94
1317,166,2025-07-26,Telefone,74
1318,280,2025-11-04,WhatsApp,72
1319,475,2025-10-24,Reunião,59
1320,230,2025-09-18,Email,94
1321,18,2025-10-17,Email,68
1322,70,2025-10-12,Email,40
1323,114,2025-11-04,Reunião,4
1324,396,2025-07-05,Reunião,72
1325,262,2025-08-08,Telefone,14
1326,20,2025-09-02,Reunião,21
1327,71,2025-10-22,Reunião,76
1328,128,2025-10-30,Reunião,40
1329,48,2025-08-04,WhatsApp,74
1330,470,2025-11-03,Email,94
1331,167,2025-08-27,Telefone,64
1332,423,2025-07-05,Email,78
1333,329,2025-10-13,Email,95
1334,414,2025-08-03,WhatsApp,12
1335,400,2025-12-14,Reunião,46
1336,451,2025-09-08,WhatsApp,17
1337,446,2025-10-31,Email,83
1338,399,2025-07-20,WhatsApp,8
1339,157,2025-08-16,Email,42
1340,277,2025-08-06,Telefone,43
1341,258,2025-07-03,Telefone,21
1342,26,2025-07-09,WhatsApp,59
1343,386,2025-07-29,Email,30
1344,222,2025-10-15,WhatsApp,20
1345,68,2025-10-03,Email,62
1346,293,2025-12-16,WhatsApp,35
1347,44,2025-09-17,WhatsApp,91
1348,67,2025-11-24,WhatsApp,73
1349,102,2025-08-26,WhatsApp,85
1350,293,2025-11-08,Telefone,33
1351,37,2025-10-21,WhatsApp,43
1352,351,2025-08-03,Email,16
1353,344,2025-09-14,WhatsApp,48
1354,179,2025-11-10,Reunião,46
1355,305,2025-07-14,Email,41
1356,87,2025-09-30,WhatsApp,81
1357,75,2025-09-07,Email,31
1358,103,2025-07-06,Reunião,21
1359,388,2025-12-07,Email,96
1360,28,2025-10-27,Telefone,38
1361,8,2025-10-02,Email,41
1362,231,2025-08-30,Email,44
1363,108,2025-08-13,Telefone,28
1364,280,2025-08-17,Reunião,72
1365,248,2025-07-22,Telefone,90
1366,358,2025-07-10,Email,50
1367,299,2025-07-12,Email,34
1368,88,2025-12-13,Reunião,27
1369,405,2025-07-03,Reunião,8
1370,239,2025-07-14,Email,10
1371,199,2025-07-12,Reunião,86
1372,437,2025-07-13,Reunião,15
1373,10,2025-10-15,WhatsApp,31
1374,195,2025-08-20,Email,42
1375,249,2025-07-29,Email,25
1376,102,2025-08-22,WhatsApp,73
1377,475,2025-12-23,Email,33
1378,473,2025-08-15,Reunião,44
1379,251,2025-09-19,Telefone,4
1380,178,2025-07-06,Reunião,47
1381,321,2025-10-12,Telefone,66
1382,142,2025-12-13,Reunião,51
1383,456,2025-12-21,Reunião,30
1384,78,2025-10-02,WhatsApp,86
1385,71,2025-12-06,WhatsApp,68
1386,492,2025-07-08,Telefone,55
1387,124,2025-08-04,Telefone,56
1388,497,2025-10-10,Reunião,59
1389,278,2025-11-25,Telefone,85
1390,71,2025-08-02,Telefone,19
1391,159,2025-07-05,Telefone,57
1392,466,2025-11-21,Telefone,42
1393,35,2025-08-08,Email,25
1394,163,2025-11-21,Email,42
1395,451,2025-09-14,WhatsApp,40
1396,227,2025-07-18,Reunião,21
1397,399,2025-11-10,Email,18
1398,95,2025-12-22,Reunião,79
1399,291,2025-07-25,Telefone,78
1400,119,2025-10-30,Email,47
1401,41,2025-07-05,WhatsApp,19
1402,258,2025-07-27,WhatsApp,93
1403,333,2025-09-24,Telefone,51
1404,252,2025-08-29,Telefone,22
1405,99,2025-11-01,Email,54
1406,392,2025-12-25,Reunião,54
1407,114,2025-07-10,Telefone,28
1408,34,2025-11-13,WhatsApp,80
1409,251,2025-07-05,Reunião,60
1410,455,2025-10-26,WhatsApp,53
1411,398,2025-12-18,WhatsApp,94
1412,161,2025-09-19,Email,68
1413,56,2025-09-04,WhatsApp,7
1414,450,2025-10-27,WhatsApp,96
1415,21,2025-08-08,WhatsApp,68
1416,392,2025-07-20,Email,26
1417,150,2025-09-07,WhatsApp,40
1418,397,2025-10-16,WhatsApp,23
1419,217,2025-10-14,Email,90
1420,265,2025-11-22,WhatsApp,84
1421,232,2025-12-05,Email,25
1422,399,2025-08-01,Telefone,52
1423,212,2025-10-07,WhatsApp,5
1424,92,2025-09-03,Telefone,60
1425,47,2025-10-25,Reunião,90
1426,333,2025-11-17,Email,13
1427,59,2025-09-04,Reunião,12
1428,269,2025-09-21,Telefone,50
1429,282,2025-09-22,Email,23
1430,468,2025-10-04,Telefone,22
1431,445,2025-11-21,Telefone,93
1432,27,2025-09-12,Reunião,41
1433,374,2025-09-05,Reunião,82
1434,93,2025-11-28,Telefone,27
1435,2,2025-07-22,Reunião,3
1436,235,2025-08-23,WhatsApp,71
1437,414,2025-12-27,WhatsApp,32
1438,112,2025-07-31,WhatsApp,60
1439,210,2025-09-06,Email,78
1440,308,2025-12-27,Telefone,72
1441,143,2025-07-23,Telefone,8
1442,95,2025-11-21,Email,85
1443,179,2025-12-19,Telefone,6
1444,342,2025-08-03,Reunião,44
1445,472,2025-12-06,Email,15
1446,214,2025-11-13,Telefone,88
1447,146,2025-07-25,Telefone,60
1448,384,2025-08-02,Reunião,6
1449,48,2025-10-13,Reunião,49
1450,460,2025-09-22,Email,56
1451,432,2025-08-10,Email,39
1452,242,2025-11-24,Email,90
1453,441,2025-10-19,Reunião,69
1454,212,2025-08-16,Telefone,91
1455,108,2025-07-25,Email,15
1456,293,2025-07-20,Email,63
1457,371,2025-07-05,Reunião,56
1458,312,2025-10-08,Reunião,69
1459,295,2025-07-22,Reunião,18
1460,315,2025-08-06,WhatsApp,68
1461,374,2025-07-20,WhatsApp,65
1462,414,2025-11-12,Telefone,92
1463,149,2025-11-09,Email,17
1464,13,2025-08-31,Email,96
1465,435,2025-11-05,WhatsApp,54
1466,24,2025-10-04,Reunião,73
1467,413,2025-07-18,Telefone,3
1468,328,2025-11-07,Reunião,34
1469,405,2025-12-11,Reunião,40
1470,260,2025-08-10,Reunião,2
1471,59,2025-07-06,Reunião,45
1472,203,2025-08-05,Email,24
1473,100,2025-10-05,Reunião,88
1474,246,2025-08-29,Email,84
1475,70,2025-08-27,Telefone,82
1476,236,2025-08-13,Reunião,61
1477,402,2025-09-14,Email,68
1478,154,2025-08-06,Reunião,73
1479,275,2025-12-24,Telefone,75
1480,351,2025-10-05,Reunião,10
1481,497,2025-11-20,Reunião,5
1482,174,2025-09-23,Telefone,75
1483,311,2025-09-20,Telefone,78
1484,60,2025-10-11,Reunião,92
1485,17,2025-10-20,WhatsApp,13
1486,255,2025-10-29,Reunião,59
1487,425,2025-10-12,Telefone,69
1488,155,2025-11-14,Email,49
1489,402,2025-12-19,Telefone,13
1490,228,2025-08-21,Email,63
1491,464,2025-08-22,Telefone,26
1492,175,2025-08-27,Reunião,43
1493,74,2025-12-03,Telefone,28
1494,371,2025-12-19,WhatsApp,51
1495,366,2025-08-17,Email,2
1496,160,2025-12-17,Email,44
1497,240,2025-12-17,Email,68
1498,393,2025-07-13,Reunião,4
1499,296,2025-10-10,Telefone,43
1500,103,2025-11-09,Reunião,37
1501,273,2025-10-08,WhatsApp,87
1502,61,2025-10-20,Telefone,22
1503,141,2025-11-29,Email,81
1504,287,2025-08-19,Email,28
1505,278,2025-09-30,Reunião,36
1506,73,2025-10-17,Telefone,23
1507,37,2025-10-10,Reunião,71
1508,228,2025-12-16,Telefone,5
1509,242,2025-07-09,Email,15
1510,197,2025-12-15,Email,56
1511,201,2025-11-13,WhatsApp,80
1512,183,2025-10-10,Reunião,27
1513,366,2025-07-10,Email,61
1514,291,2025-11-25,Email,91
1515,240,2025-12-04,WhatsApp,41
1516,351,2025-07-17,WhatsApp,62
1517,119,2025-11-01,Telefone,80
1518,133,2025-09-26,WhatsApp,25
1519,359,2025-07-11,Reunião,43
