proposta_id,cliente_id,valor_proposta,status_proposta,data_envio
726,493,11557,Perdida,2025-10-10
727,429,9279,Perdida,2025-07-15
728,154,20031,Em negociação,2025-12-07
729,334,30538,Em negociação,2025-12-24
730,488,23003,Perdida,2025-10-07
731,24,14223,Em negociação,2025-11-13
732,290,5607,Ganha,2025-11-19
733,72,35789,Perdida,2025-12-13
734,306,18751,Em negociação,2025-07-12
735,151,29359,Perdida,2025-11-18
736,215,16299,Ganha,2025-08-18
737,495,14920,Perdida,2025-07-10
738,93,28925,Em negociação,2025-11-30
739,403,15641,Ganha,2025-11-06
740,157,31453,Perdida,2025-10-22
741,319,26041,Ganha,2025-12-22
742,170,6867,Em negociação,2025-12-20
743,377,14459,Em negociação,2025-12-17
744,277,29709,Perdida,2025-08-16
745,87,15365,Ganha,2025-09-30
746,460,19594,Ganha,2025-12-12
747,58,36174,Perdida,2025-09-13
748,439,33863,Ganha,2025-07-27
749,415,5047,Ganha,2025-08-30
750,461,21833,Ganha,2025-07-13
751,277,28958,Em negociação,2025-07-10
752,367,11317,Perdida,2025-08-04
753,101,13246,Ganha,2025-11-25
754,413,14345,Ganha,2025-12-07
755,381,11212,Perdida,2025-10-17
756,455,11896,Ganha,2025-10-25
757,95,24733,Ganha,2025-09-01
758,343,39073,Perdida,2025-10-21
759,390,13631,Ganha,2025-09-24
760,339,14517,Perdida,2025-12-20
761,383,30233,Perdida,2025-11-08
762,94,5938,Ganha,2025-12-20
763,428,20586,Ganha,2025-10-07
764,6,36508,Perdida,2025-10-01
765,97,31585,Perdida,2025-11-04
766,233,22223,Perdida,2025-11-28
767,382,23304,Perdida,2025-08-19
768,474,27108,Ganha,2025-11-11
769,131,27346,Em negociação,2025-08-26
770,396,34905,Perdida,2025-07-10
771,439,27437,Perdida,2025-10-22
772,33,28948,Perdida,2025-12-22
773,494,13272,Ganha,2025-09-02
774,425,12283,Ganha,2025-10-14
775,65,27781,Ganha,2025-09-08
776,284,10437,Em negociação,2025-08-21
777,94,31054,Em negociação,2025-08-20
778,100,14287,Em negociação,2025-11-02
779,398,6095,Ganha,2025-09-29
780,270,14946,Perdida,2025-08-15
781,269,8079,Em negociação,2025-09-27
782,277,20101,Perdida,2025-08-15
783,86,29541,Ganha,2025-07-07
784,85,19828,Em negociação,2025-11-20
785,277,32788,Em negociação,2025-10-18
786,26,31271,Ganha,2025-08-17
787,498,32607,Em negociação,2025-08-31
788,165,13920,Perdida,2025-10-13
789,1,9906,Ganha,2025-08-08
790,343,25421,Ganha,2025-07-25
791,305,9378,Ganha,2025-09-14
792,72,14423,Perdida,2025-11-17
793,392,20890,Perdida,2025-11-18
794,331,32460,Perdida,2025-11-09
795,128,27964,Ganha,2025-10-19
796,72,31308,Ganha,2025-08-01
797,484,14951,Ganha,2025-11-22
798,345,23053,Perdida,2025-12-26
799,327,12686,Perdida,2025-08-16
800,53,35874,Ganha,2025-09-07
801,153,13183,Perdida,2025-07-25
802,233,15071,Ganha,2025-10-02
803,449,22832,Em negociação,2025-12-18
804,196,21741,Ganha,2025-08-31
805,219,16039,Em negociação,2025-07-04
806,444,36935,Perdida,2025-11-01
807,268,11753,Ganha,2025-07-27
808,492,28760,Ganha,2025-07-11
809,254,33342,Perdida,2025-07-18
810,54,23363,Em negociação,2025-10-19
811,464,21493,Perdida,2025-10-05
812,215,21465,Em negociação,2025-12-07
813,7,11627,Perdida,2025-08-26
814,125,37438,Ganha,2025-09-08
815,341,22416,Ganha,2025-08-26
816,288,29629,Perdida,2025-07-11
817,196,7759,Perdida,2025-07-30
818,430,11460,Perdida,2025-11-28
819,495,20637,Perdida,2025-07-09
820,364,32645,Em negociação,2025-12-18
821,178,33851,Em negociação,2025-08-04
822,443,39259,Ganha,2025-09-17
823,417,33298,Perdida,2025-12-22
824,111,16844,Ganha,2025-10-05
825,51,24154,Em negociação,2025-12-21
826,374,34925,Em negociação,2025-10-25
827,184,27547,Perdida,2025-10-26
828,142,34229,Perdida,2025-10-06
829,235,22247,Perdida,2025-11-17
830,108,26094,Perdida,2025-09-30
831,400,16275,Em negociação,2025-12-06
832,171,28055,Perdida,2025-10-31
833,163,25043,Ganha,2025-12-05
834,328,31611,Ganha,2025-08-23
835,328,17202,Perdida,2025-11-07
836,136,36813,Perdida,2025-09-07
837,459,28688,Perdida,2025-11-15
838,166,6043,Ganha,2025-08-02
839,159,38169,Perdida,2025-08-07
840,152,16659,Perdida,2025-07-03
841,39,18016,Ganha,2025-07-28
842,469,31518,Em negociação,2025-11-21
843,367,27292,Perdida,2025-09-18
844,69,30247,Ganha,2025-10-14
845,315,10387,Ganha,2025-11-01
846,227,7672,Ganha,2025-11-19
847,342,22942,Ganha,2025-11-01
848,427,19350,Ganha,2025-11-01
849,226,19153,Ganha,2025-10-14
850,125,6361,Em negociação,2025-08-27
851,430,33767,Perdida,2025-08-09
852,291,17598,Perdida,2025-08-18
853,298,31189,Perdida,2025-09-20
854,383,22137,Perdida,2025-09-26
855,412,22272,Perdida,2025-09-26
856,461,20381,Ganha,2025-09-28
857,40,13814,Ganha,2025-07-02
858,127,13438,Ganha,2025-08-21
859,363,36177,Perdida,2025-12-02
860,414,19930,Perdida,2025-07-02
861,331,19677,Perdida,2025-08-03
862,429,8486,Perdida,2025-09-07
863,255,33585,Ganha,2025-11-15
864,12,34390,Perdida,2025-12-14
865,459,27780,Perdida,2025-11-21
866,33,28226,Ganha,2025-10-19
867,292,21515,Em negociação,2025-12-21
868,366,37165,Perdida,2025-11-24
869,203,19103,Perdida,2025-10-10
870,276,24966,Ganha,2025-08-05
871,409,38289,Em negociação,2025-11-22
872,393,25608,Em negociação,2025-07-25
873,28,28484,Perdida,2025-12-10
874,315,9169,Perdida,2025-11-17
875,376,17754,Ganha,2025-07-28
876,397,16753,Em negociação,2025-12-21
877,333,37438,Perdida,2025-10-05
878,46,11170,Em negociação,2025-08-04
879,359,30391,Em negociação,2025-09-22
880,357,36090,Ganha,2025-10-02
881,94,11282,Ganha,2025-11-13
882,363,33204,Em negociação,2025-08-23
883,47,17095,Ganha,2025-11-07
884,117,28016,Em negociação,2025-07-19
885,42,27263,Perdida,2025-12-04
886,269,21893,Ganha,2025-07-26
887,32,8876,Perdida,2025-12-04
888,87,5113,Em negociação,2025-08-15
889,7,5305,Ganha,2025-10-11
890,15,29565,Em negociação,2025-11-14
891,97,37650,Ganha,2025-11-03
892,500,27626,Ganha,2025-07-07
893,468,15136,Perdida,2025-08-04
894,91,33881,Perdida,2025-11-13
895,260,14755,Em negociação,2025-09-06
896,16,7541,Em negociação,2025-11-28
897,414,25425,Em negociação,2025-12-01
898,179,16823,Perdida,2025-11-16
899,461,11535,Perdida,2025-07-27
900,80,27111,Em negociação,2025-07-13
901,281,30483,Perdida,2025-11-29
902,343,9290,Ganha,2025-09-26
903,73,20692,Em negociação,2025-08-25
904,97,31495,Ganha,2025-12-13
905,470,36485,Em negociação,2025-07-13
906,363,11473,Em negociação,2025-12-05
907,340,26007,Em negociação,2025-08-06
908,295,39860,Perdida,2025-08-11
909,330,18168,Ganha,2025-11-24
910,230,17978,Ganha,2025-07-21
911,219,31492,Perdida,2025-12-07
912,252,6561,Perdida,2025-10-07
913,288,36726,Perdida,2025-10-11
914,255,23821,Perdida,2025-07-03
915,29,39573,Em negociação,2025-11-10
916,485,10844,Ganha,2025-07-31
917,383,16361,Perdida,2025-12-16
918,274,6832,Ganha,2025-10-12
919,198,17336,Perdida,2025-08-13
920,27,33429,Perdida,2025-08-16
921,435,16684,Perdida,2025-07-07
922,358,7930,Em negociação,2025-12-03
923,235,17170,Em negociação,2025-10-08
924,38,18343,Perdida,2025-08-04
925,328,6021,Ganha,2025-09-22
926,106,12623,Em negociação,2025-12-27
927,464,20754,Perdida,2025-10-05
928,91,30553,Em negociação,2025-09-24
929,470,31342,Ganha,2025-11-22
930,307,21133,Perdida,2025-10-23
931,452,32711,Perdida,2025-07-21
932,159,18426,Em negociação,2025-07-14
933,378,22866,Perdida,2025-12-26
934,213,32108,Perdida,2025-11-10
935,419,36995,Ganha,2025-12-26
936,321,30917,Ganha,2025-09-05
937,66,19612,Ganha,2025-11-29
938,60,15415,Em negociação,2025-08-25
939,35,17016,Perdida,2025-11-16
940,484,21809,Em negociação,2025-07-04
941,204,23665,Perdida,2025-10-17
942,439,22137,Ganha,2025-11-28
943,203,18246,Em negociação,2025-08-08
944,434,37634,Ganha,2025-08-18
945,19,35733,Perdida,2025-11-30
946,118,7492,Em negociação,2025-11-11
947,43,9417,Ganha,2025-07-24
948,190,33711,Perdida,2025-09-06
949,306,7690,Perdida,2025-08-22
950,393,17384,Perdida,2025-10-08
951,23,5931,Em negociação,2025-10-02
952,441,21436,Em negociação,2025-09-30
953,237,18149,Em negociação,2025-12-14
954,201,29905,Ganha,2025-10-15
955,259,9171,Ganha,2025-07-21
956,100,27012,Perdida,2025-09-07
957,13,33870,Ganha,2025-10-27
958,309,39639,Ganha,2025-11-17
959,74,25811,Ganha,2025-07-06
960,34,31864,Perdida,2025-12-24
961,317,16135,Perdida,2025-10-07
962,190,7518,Ganha,2025-12-02
963,351,20313,Ganha,2025-12-28
964,289,8828,Em negociação,2025-08-05
965,62,19714,Perdida,2025-12-19
966,289,9844,Ganha,2025-08-29
967,480,30300,Ganha,2025-07-24
968,199,34469,Em negociação,2025-10-29
969,350,37149,Perdida,2025-10-01
970,326,34817,Perdida,2025-11-19
971,233,28601,Ganha,2025-10-16
972,327,16426,Em negociação,2025-09-20
973,132,15506,Perdida,2025-12-23
974,222,24651,Ganha,2025-09-02
975,211,19875,Em negociação,2025-11-26
976,431,28130,Ganha,2025-09-16
977,216,32376,Perdida,2025-09-04
978,228,30456,Perdida,2025-10-03
979,167,31141,Ganha,2025-08-15
980,106,21122,Ganha,2025-11-10
981,292,17753,Em negociação,2025-07-13
982,402,28816,Em negociação,2025-08-10
983,442,31752,Perdida,2025-10-11
984,110,30744,Ganha,2025-12-01
985,278,34643,Ganha,2025-07-22
986,212,8334,Ganha,2025-10-03
987,283,15270,Perdida,2025-08-18
988,222,16817,Em negociação,2025-12-22
989,356,18530,Perdida,2025-07-11
990,89,22912,Em negociação,2025-07-07
991,289,15214,Perdida,2025-08-03
992,401,17963,Ganha,2025-10-08
993,240,21102,Em negociação,2025-11-25
994,391,36895,Ganha,2025-07-25
995,272,7313,Perdida,2025-12-12
996,44,6406,Ganha,2025-12-15
997,170,10894,Ganha,2025-09-28
998,104,14869,Em negociação,2025-10-11
999,431,9326,Perdida,2025-10-09
1000,299,34269,Perdida,2025-11-14
1001,149,24873,Ganha,2025-08-07
1002,82,14962,Ganha,2025-11-28
1003,273,31848,Ganha,2025-08-09
1004,322,35773,Perdida,2025-10-18
1005,354,21344,Em negociação,2025-07-12
1006,485,14610,Em negociação,2025-12-04
1007,387,7580,Ganha,2025-09-22
1008,243,29862,Perdida,2025-12-23
1009,301,28749,Em negociação,2025-08-01
1010,293,16916,Perdida,2025-12-23
1011,497,37228,Em negociação,2025-08-05
1012,177,27267,Em negociação,2025-09-25
1013,36,16615,Ganha,2025-10-13
1014,347,30796,Em negociação,2025-11-30
1015,479,17919,Em negociação,2025-10-07
1016,150,10444,Perdida,2025-08-24
1017,9,32376,Em negociação,2025-09-26
1018,436,21561,Ganha,2025-10-18
1019,267,6536,Perdida,2025-11-16
1020,27,20650,Perdida,2025-10-22
1021,230,33373,Ganha,2025-10-20
1022,384,35021,Perdida,2025-10-04
1023,283,7056,Ganha,2025-07-22
1024,6,6259,Ganha,2025-11-07
1025,464,35809,Perdida,2025-12-19
1026,356,22713,Perdida,2025-10-04
1027,188,38592,Em negociação,2025-09-11
1028,209,27421,Ganha,2025-10-01
1029,369,22143,Perdida,2025-08-25
1030,145,22476,Ganha,2025-09-04
1031,471,10557,Em negociação,2025-10-08
1032,442,38344,Em negociação,2025-12-23
1033,416,13423,Em negociação,2025-12-01
1034,125,9876,Ganha,2025-12-12
1035,79,20528,Perdida,2025-12-09
1036,5,5881,Perdida,2025-10-02
1037,446,9612,Ganha,2025-07-21
1038,495,35196,Perdida,2025-10-05
1039,403,11935,Perdida,2025-12-14
1040,361,14090,Ganha,2025-12-08
1041,96,11009,Perdida,2025-12-05
1042,2,33375,Perdida,2025-10-30
1043,108,8276,Perdida,2025-09-20
1044,165,39690,Ganha,2025-11-08
1045,363,37460,Perdida,2025-11-11
1046,241,23878,Perdida,2025-07-30
1047,443,9015,Perdida,2025-08-21
1048,4,10213,Ganha,2025-11-08
1049,135,14430,Em negociação,2025-08-03
1050,499,17408,Perdida,2025-07-02
1051,390,9966,Ganha,2025-10-07
1052,388,19923,Ganha,2025-07-19
1053,429,24445,Perdida,2025-08-21
1054,328,23704,Ganha,2025-10-25
1055,423,27594,Perdida,2025-08-15
1056,4,21493,Ganha,2025-11-17
1057,34,9038,Ganha,2025-10-01
1058,463,8958,Perdida,2025-09-09
1059,41,34224,Ganha,2025-07-09
1060,46,25866,Perdida,2025-09-27
1061,358,9317,Perdida,2025-10-08
1062,231,28469,Perdida,2025-08-28
1063,190,37748,Ganha,2025-08-25
1064,161,17470,Ganha,2025-11-15
1065,22,28127,Perdida,2025-09-01
1066,167,31426,Perdida,2025-09-01
1067,232,15006,Ganha,2025-09-21
1068,215,6604,Em negociação,2025-10-08
1069,196,14790,Perdida,2025-12-25
1070,223,16323,Ganha,2025-11-11
1071,112,11215,Ganha,2025-08-30
1072,77,22753,Ganha,2025-12-23
1073,255,30705,Ganha,2025-08-10
1074,143,19925,Ganha,2025-07-26
1075,371,37711,Perdida,2025-11-18
1076,250,8916,Perdida,2025-12-01
1077,35,26186,Perdida,2025-07-26
1078,149,14271,Ganha,2025-08-24
1079,412,19182,Perdida,2025-12-25
1080,490,25185,Perdida,2025-10-03
1081,323,25356,Perdida,2025-09-10
1082,314,12985,Perdida,2025-08-15
1083,145,27354,Perdida,2025-07-05
1084,443,13397,Perdida,2025-08-29
1085,33,6160,Perdida,2025-09-13
1086,127,18726,Em negociação,2025-07-05
1087,120,25482,Perdida,2025-08-29
1088,403,23384,Perdida,2025-08-03
1089,407,26696,Perdida,2025-11-26
1090,495,26091,Perdida,2025-08-04
1091,498,20002,Perdida,2025-07-25
1092,122,21324,Perdida,2025-08-30
1093,456,6271,Ganha,2025-12-04
1094,197,14722,Perdida,2025-12-08
1095,271,37174,Perdida,2025-10-21
1096,35,34457,Perdida,2025-11-09
1097,406,23101,Perdida,2025-09-26
1098,435,8868,Perdida,2025-11-01
1099,325,5200,Ganha,2025-07-23
1100,248,14576,Perdida,2025-10-08
1101,249,25589,Perdida,2025-08-13
1102,103,17333,Em negociação,2025-07-29
1103,310,12888,Ganha,2025-12-13
1104,377,17775,Perdida,2025-08-21
1105,145,21267,Perdida,2025-09-11
1106,359,5715,Ganha,2025-11-06
1107,74,24405,Ganha,2025-07-15
1108,330,32618,Ganha,2025-08-31
1109,398,14674,Perdida,2025-09-22
1110,285,15287,Perdida,2025-10-09
1111,56,22927,Perdida,2025-11-08
1112,362,34709,Ganha,2025-07-31
1113,66,26155,Em negociação,2025-11-27
1114,27,26399,Perdida,2025-09-25
1115,73,25661,Em negociação,2025-09-23
1116,282,6668,Perdida,2025-07-16
1117,166,30921,Ganha,2025-07-25
1118,429,7263,Perdida,2025-10-07
1119,290,7580,Em negociação,2025-12-14
1120,371,13642,Perdida,2025-12-11
1121,72,14933,Ganha,2025-11-17
1122,482,20401,Ganha,2025-09-27
1123,498,28401,Ganha,2025-09-14
1124,176,9559,Perdida,2025-08-11
1125,32,39385,Perdida,2025-09-18
1126,356,15157,Perdida,2025-12-06
1127,417,18582,Perdida,2025-11-29
1128,391,22088,Ganha,2025-12-14
1129,331,6587,Ganha,2025-07-03
1130,116,36371,Ganha,2025-11-02
1131,389,20247,Em negociação,2025-11-23
1132,257,25936,Ganha,2025-07-19
1133,344,30939,Ganha,2025-10-15
1134,253,6540,Perdida,2025-07-03
1135,213,9453,Ganha,2025-07-31
1136,19,18686,Ganha,2025-08-25
1137,4,27897,Perdida,2025-08-02
1138,452,29124,Perdida,2025-11-16
1139,204,18944,Ganha,2025-12-27
1140,469,23442,Ganha,2025-09-24
1141,262,30455,Ganha,2025-11-07
1142,387,21795,Ganha,2025-10-06
1143,460,22061,Perdida,2025-07-15
1144,147,34599,Ganha,2025-07-27
1145,496,38541,Perdida,2025-11-06
1146,95,12385,Ganha,2025-12-01
1147,381,18473,Ganha,2025-08-05
1148,377,24569,Em negociação,2025-07-09
1149,110,24881,Perdida,2025-12-15
1150,332,20060,Perdida,2025-10-25
1151,112,38495,Ganha,2025-12-25
1152,111,16856,Em negociação,2025-11-06
1153,256,30465,Perdida,2025-09-02
1154,201,15830,Em negociação,2025-08-28
1155,288,23700,Perdida,2025-07-11
1156,439,21286,Ganha,2025-12-01
1157,453,5017,Em negociação,2025-07-23
1158,26,5734,Em negociação,2025-12-28
1159,156,34167,Perdida,2025-08-05
1160,493,15452,Ganha,2025-09-25
1161,111,17503,Em negociação,2025-09-24
1162,39,23348,Perdida,2025-12-23
1163,153,7293,Em negociação,2025-10-12
1164,73,22217,Perdida,2025-11-06
1165,62,6990,Em negociação,2025-08-29
1166,90,5940,Ganha,2025-10-29
1167,234,22900,Ganha,2025-07-02
1168,289,36439,Ganha,2025-07-04
1169,79,19121,Ganha,2025-07-08
1170,194,6959,Ganha,2025-09-09
1171,426,35520,Perdida,2025-12-25
1172,296,7885,Perdida,2025-10-18
1173,364,23452,Perdida,2025-11-07
1174,411,22516,Ganha,2025-10-20
1175,494,17325,Ganha,2025-09-05
1176,415,5127,Em negociação,2025-12-17
1177,448,33530,Perdida,2025-07-02
1178,251,20172,Perdida,2025-12-16
1179,147,28857,Ganha,2025-09-25
1180,234,35964,Perdida,2025-09-24
1181,338,29331,Perdida,2025-08-12
1182,75,26018,Perdida,2025-10-01
1183,209,16400,Perdida,2025-09-24
1184,240,27769,Perdida,2025-11-21
1185,417,37408,Perdida,2025-09-15
1186,185,33292,Ganha,2025-10-25
1187,454,14020,Ganha,2025-09-28
1188,331,35576,Perdida,2025-08-12
1189,442,15766,Em negociação,2025-10-02
1190,260,14506,Perdida,2025-08-12
1191,324,15448,Em negociação,2025-08-04
1192,72,18488,Em negociação,2025-09-18
1193,42,32458,Em negociação,2025-08-22
1194,279,7751,Perdida,2025-08-03
1195,3,21693,Em negociação,2025-07-11
1196,483,15793,Perdida,2025-07-06
1197,364,26947,Perdida,2025-10-06
1198,375,29466,Perdida,2025-09-18
1199,268,30742,Ganha,2025-09-30
1200,384,31738,Perdida,2025-12-01
